tracking_id	FUNCTION	Sample_10.1_0	Sample_10.2_0	Sample_20.1_0	Sample_20.2_0	Sample_0.1_0	Sample_0.2_0
HWER_00450	Similar to ycbX Uncharacterized protein YcbX (Escherichia coli (strain K12))	1.76139	1.64656	1.70411	1.91347	4.40903	4.80396
HWER_00451	Protein of unknown function	1.64745	2.26627	1.4174	1.81082	1.57675	1.17472
HWER_00452	Similar to DED81 Asparagine--tRNA ligase, cytoplasmic (Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968))	114.922	107.287	94.9803	90.5724	32.7509	46.3896
HWER_00453	Similar to SPAC328.05 Uncharacterized RNA-binding protein C328.05 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	26.4237	29.2261	51.7638	74.7475	57.234	48.8002
HWER_00454	Similar to rpn12 26S proteasome regulatory subunit rpn12 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	103.846	101.19	107.677	116.434	186.509	189.86
HWER_00455	Protein of unknown function	0.803005	0.620606	0.504972	0.375128	0.0265926	1.18137
HWER_00456	Similar to MRPL19 54S ribosomal protein L19, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	54.192	55.2802	56.1264	56.3598	174.67	110.3
HWER_00457	Protein of unknown function	0.542536	0.381225	0.659711	0.703922	0.178285	0
HWER_00458	Protein of unknown function	0.131559	0.203301	0.669359	0.610499	0.817312	0.866777
HWER_00459	Similar to mug122 Meiotically up-regulated gene 122 protein (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	8.8988	9.39011	9.74898	9.12372	3.39691	4.81478
HWER_00460	Similar to TYS1 Tyrosine--tRNA ligase, cytoplasmic (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	68.2444	61.9415	58.2907	57.826	75.9921	100.152
HWER_00461	Similar to Pnpla8 Calcium-independent phospholipase A2-gamma (Mus musculus)	13.2448	13.6285	9.20502	10.5118	7.67042	7.87867
HWER_00462	Protein of unknown function	93.8566	92.7502	50.1201	69.7212	96.1018	96.2825
HWER_00463	Similar to Ap2b1 AP-2 complex subunit beta (Mus musculus)	23.1266	22.5687	25.6364	24.1137	19.3684	24.8771
HWER_00464	Similar to SPAC8C9.19 UPF0618 protein C8C9.19 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	5.74939	6.21983	4.70445	4.63106	18.0021	12.8666
HWER_00465	Similar to HIRIP3 HIRA-interacting protein 3 (Homo sapiens)	23.869	24.089	24.0067	24.7251	26.2766	24.1534
HWER_00466	Similar to tpsA Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1 (Aspergillus niger)	40.7462	37.9556	38.0264	40.9112	36.8181	37.8258
HWER_00467	Protein of unknown function	3.56582	3.78825	5.4468	5.12051	6.95647	3.52039
HWER_00468	Similar to hsk1 Cell cycle serine/threonine-protein kinase hsk1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	18.0358	16.6933	15.5012	13.8578	11.1608	14.6509
HWER_00469	Similar to cnd1 Condensin complex subunit 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	18.4306	18.5567	16.6562	18.0233	27.1141	27.0874
HWER_00470	Similar to pac2 cAMP-independent regulatory protein pac2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	32.3815	33.4127	22.9777	19.1309	14.1325	15.1434
HWER_00471	Protein of unknown function	28.0077	32.3938	30.2004	34.3155	103.206	80.0341
HWER_00472	Similar to AHR1 Adhesion and hyphal regulator 1 (Candida albicans (strain SC5314 / ATCC MYA-2876))	3.89491	3.82995	2.81778	2.62304	3.17903	1.66519
HWER_00473	Similar to kanJ Kanamycin B dioxygenase (Streptomyces kanamyceticus)	0.978123	1.23629	2.20236	2.55112	2.76198	1.1385
HWER_00474	Protein of unknown function	38.9931	33.2739	26.9848	44.5837	9.95877	12.1064
HWER_00475	Similar to ttr Acetyltransferase (Pseudomonas syringae pv. tabaci)	17.2887	16.9534	5.80621	7.76398	19.9545	18.2492
HWER_00476	Similar to APP1 Phosphatidate phosphatase APP1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	28.7773	28.8773	33.1065	47.4041	45.4545	63.7838
HWER_00477	Similar to 60S ribosomal protein L27a (Blumeria graminis f. sp. hordei)	988.799	951.448	879.791	830.2	1806.83	1615.3
HWER_00478	Protein of unknown function	15.1375	14.9392	11.0727	11.8263	16.8817	14.7101
HWER_00479	Similar to moc3 Transcriptional regulatory protein moc3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	3.01224	3.09375	6.10204	6.68991	0.864817	1.04877
HWER_00480	Similar to AO-I Copper amine oxidase 1 (Aspergillus niger)	2.68043	3.03384	2.17124	2.36313	3.06243	4.10747
HWER_00481	Similar to nuo-24 NADH-ubiquinone oxidoreductase 24 kDa subunit, mitochondrial (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	201.905	193.888	165.872	166.045	161.572	203.879
HWER_00482	Similar to rsm18 37S ribosomal protein rsm18, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	54.5058	55.8571	55.4423	58.7867	94.3977	82.7667
HWER_00483	Similar to cia84 Complex I intermediate-associated protein 84, mitochondrial (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	18.2865	18.8255	18.6029	17.0318	4.56421	6.52785
HWER_00484	Similar to atm1 Iron-sulfur clusters transporter atm1, mitochondrial (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	15.0242	14.9108	18.3492	19.9355	9.12002	11.6945
HWER_00485	Similar to aim24 Altered inheritance of mitochondria protein 24, mitochondrial (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	23.1445	20.9448	28.2336	27.0418	32.3307	33.8331
HWER_00486	Similar to xynF3 Endo-1,4-beta-xylanase F3 (Aspergillus oryzae (strain ATCC 42149 / RIB 40))	0.670147	0.712648	1.29807	1.18635	1.39122	1.756
HWER_00487	Similar to WSC4 Cell wall integrity and stress response component 4 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	38.243	39.076	36.683	39.2993	127.846	103.125
HWER_00488	Similar to MNS1 Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS1 (Arabidopsis thaliana)	9.54912	9.89144	8.70604	8.6754	28.0429	27.5401
HWER_00489	Similar to ALG8 Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084))	13.1393	12.8868	13.5262	13.185	14.0568	12.6266
HWER_00490	Similar to ITC1 Imitation switch two complex protein 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	15.1133	15.3291	18.5113	18.3997	22.5263	13.3615
HWER_00491	Similar to sgf73 SAGA-associated factor 73 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	14.2819	11.9603	15.7172	15.6325	19.6245	14.0836
HWER_00492	Similar to tti1 TEL2-interacting protein 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	4.63982	4.7437	6.19766	4.77456	6.17985	5.68579
HWER_00493	Similar to scd1 Rho guanine nucleotide exchange factor scd1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	9.53931	8.86556	8.3488	8.79254	12.8116	8.32835
HWER_00494	Similar to STE14 Protein-S-isoprenylcysteine O-methyltransferase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	7.55481	7.52215	3.85768	3.17937	19.1137	14.7715
HWER_00495	Protein of unknown function	18.7438	17.0092	9.52293	8.13241	4.60633	5.2598
HWER_00496	Similar to SPCC126.07c PHD and RING finger domain-containing protein C126.07c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	26.5767	22.6921	27.9393	26.9619	11.2259	17.5254
HWER_00497	Similar to RPL43 60S ribosomal protein L43 (Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056))	865.821	723.563	904.8	925.035	2515.9	1520.15
HWER_00498	Similar to MT2525 Putative trans-acting enoyl reductase MT2525 (Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh))	34.2501	31.8578	22.7021	21.8816	24.8888	22.243
HWER_00499	Similar to SRP72 Signal recognition particle subunit SRP72 (Canis familiaris)	0.00015193	4.4755e-05	13.0103	12.3084	7.16101e-06	5.27198
HWER_00500	Similar to TPK2 cAMP-dependent protein kinase type 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	61.3962	65.9329	69.4181	78.8547	83.1019	81.4573
HWER_00501	Protein of unknown function	1.908	2.07943	2.16648	1.68817	2.43726	2.18123
HWER_00502	Similar to AN10074 Putative acyl-coenzyme A synthetase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	3.40701	3.54228	3.93346	3.31135	1.57964	1.72778
HWER_00503	Similar to SPBC1683.12 Uncharacterized transporter C1683.12 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	1.30408	1.54752	1.84066	1.90198	1.48296	0.918861
HWER_00504	Similar to GNT1 Glucose N-acetyltransferase 1 (Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084))	15.5458	15.4554	13.7022	11.4644	18.0059	26.0475
HWER_00505	Similar to prpf38a Pre-mRNA-splicing factor 38A (Xenopus laevis)	12.6762	13.431	18.1377	14.6543	5.58478	7.35944
HWER_00506	Similar to DAO1 D-amino-acid oxidase (Trigonopsis variabilis)	12.2979	11.1754	6.47441	7.47073	26.6053	25.9346
HWER_00507	Protein of unknown function	10.2069	10.6063	22.0062	19.9138	20.2164	17.4347
HWER_00508	Protein of unknown function	10.5174	9.26844	8.51906	7.24101	6.30941	5.24198
HWER_00509	Similar to hapE 4-hydroxyacetophenone monooxygenase (Pseudomonas fluorescens)	3.38791	3.53825	2.76613	2.7533	7.91466	7.53755
HWER_00510	Protein of unknown function	2.51984	2.6376	3.19483	2.62535	0.764155	1.02307
HWER_00511	Similar to YKL027W Uncharacterized protein YKL027W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	12.3706	14.3493	22.5395	21.616	29.3529	25.4324
HWER_00512	Similar to MGST3 Microsomal glutathione S-transferase 3 (Homo sapiens)	293.427	291.492	275.214	268.146	480.165	410.402
HWER_00513	Protein of unknown function	2.38337	1.86243	10.3032	11.1868	0.735604	2.06918
HWER_00514	Similar to Clcn3 H(+)/Cl(-) exchange transporter 3 (Rattus norvegicus)	19.4049	20.8457	15.0497	13.4203	9.34868	9.67818
HWER_00515	Similar to rutB Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB (Escherichia coli O127:H6 (strain E2348/69 / EPEC))	0.30532	0.343492	0.345935	0.405971	0.217624	0.572723
HWER_00516	Similar to SFC1 Succinate/fumarate mitochondrial transporter (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	11.5465	13.1892	12.8169	9.32966	7.9793	9.41928
HWER_00517	Similar to SPBC887.12 Probable phospholipid-transporting ATPase C887.12 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	12.8112	11.0391	8.56718	7.61507	2.37589	3.04128
HWER_00518	Protein of unknown function	8.28198	9.18599	8.77407	6.7462	0.920696	0
HWER_00519	Similar to bcsl1b Probable mitochondrial chaperone BCS1-B (Dictyostelium discoideum)	3.72675	3.84436	4.01474	3.93401	4.30773	4.37279
HWER_00520	Similar to SPCC1827.04 VMS1 homolog C1827.04 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	18.8973	15.7669	12.1253	12.9505	4.8937	3.79204
HWER_00521	Similar to ZRT3 Zinc-regulated transporter 3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	8.24293	8.69913	34.9983	48.9095	14.4289	13.8085
HWER_00522	Protein of unknown function	88.8244	84.3998	100.606	95.6037	184.922	147.33
HWER_00523	Protein of unknown function	30.451	35.2383	38.0049	43.0569	124.411	87.6886
HWER_00524	Protein of unknown function	25.1794	18.2544	16.3739	25.9596	29.6224	38.7045
HWER_00525	Similar to ATG3 Autophagy-related protein 3 (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))	53.0816	46.2533	47.6955	44.3221	35.4093	46.2347
HWER_00526	Protein of unknown function	1.03424	0.673981	1.56688	1.59779	3.89958	3.96976
HWER_00527	Protein of unknown function	28.1737	25.271	20.2473	19.946	45.5096	38.5856
HWER_00528	Similar to SPCC126.08c L-type lectin-like domain-containing protein C126.08c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	59.7524	63.8186	59.91	63.7261	79.6435	77.9285
HWER_00529	Similar to SPCC663.06c Uncharacterized oxidoreductase C663.06c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	0.640281	0.528641	0.346902	0.528162	1.24791	0
HWER_00530	Similar to apsA Anucleate primary sterigmata protein A (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	12.3062	14.9654	13.8538	14.8181	10.1766	13.1175
HWER_00531	Similar to cwc24 Pre-mRNA-splicing factor cwc24 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	29.12	25.2192	19.8442	20.9075	23.1173	18.9654
HWER_00532	Similar to cys2 Probable serine-O-acetyltransferase cys2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	14.0671	13.3777	11.9708	11.9159	14.2541	12.258
HWER_00533	Protein of unknown function	14.6253	13.8934	14.1054	11.3759	12.1352	11.5018
HWER_00534	Similar to maa Maltose O-acetyltransferase (Escherichia coli (strain K12))	5.11413	6.92428	3.37802	3.91724	5.10197	5.16644
HWER_00535	Similar to SPAC29A4.06c Nuclear speckle splicing regulatory protein 1 homolog (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	22.6454	21.5001	29.1011	28.1107	14.7377	13.6668
HWER_00536	Similar to ku70 ATP-dependent DNA helicase II subunit 1 (Aspergillus oryzae (strain ATCC 42149 / RIB 40))	9.90388	10.4898	10.7206	9.37755	8.59679	10.1095
HWER_00537	Similar to vps66 Putative lysophosphatidic acid:oleoyl-CoA acyltransferase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	56.2765	54.9085	60.8206	53.0588	65.9261	57.7271
HWER_00538	Similar to klpA Kinesin-like protein klpA (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	17.1286	17.0959	19.8449	20.1449	11.5631	12.4513
HWER_00539	Protein of unknown function	6.61598	5.82983	4.76746	4.04967	2.53795	3.03343
HWER_00540	Similar to SPBC20F10.07 Uncharacterized membrane protein C20F10.07 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	14.282	14.8713	8.38108	7.77938	8.01712	8.07532
HWER_00541	Protein of unknown function	0.322868	1.13536	1.58984	0.513509	5.10397	0
HWER_00542	Similar to Muconate cycloisomerase 1 (Trichosporon cutaneum)	4.26174	3.98672	3.92119	4.19561	2.34639	2.98591
HWER_00543	Similar to twfA Twinfilin (Dictyostelium discoideum)	48.8755	45.141	27.5028	32.1176	45.5073	68.1695
HWER_00544	Protein of unknown function	26.9501	25.3553	19.7696	19.8952	22.816	20.0036
HWER_00545	Similar to parn Poly(A)-specific ribonuclease PARN (Xenopus laevis)	5.64279	5.25091	6.41378	4.07556	2.4285	2.89685
HWER_00546	Similar to YEL023C Uncharacterized protein YEL023C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	31.8502	31.526	19.8118	22.333	20.2848	20.5097
HWER_00547	Protein of unknown function	8.30935	7.07619	6.49554	5.27313	32.6977	42.1555
HWER_00548	Similar to MNN5 Alpha-1,2-mannosyltransferase MNN5 (Saccharomyces cerevisiae (strain YJM789))	5.31863	5.89116	6.98418	6.16532	2.31668	2.90864
HWER_00549	Similar to plyD Probable pectate lyase D (Aspergillus terreus (strain NIH 2624 / FGSC A1156))	0.502293	0.255154	0.154023	0.156017	0	0
HWER_00550	Protein of unknown function	13.3664	10.5141	5.72427	5.79434	0.627348	1.38064
HWER_00551	Similar to YOR378W Drug resistance protein YOR378W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	0.873518	0.646747	1.0461	1.00265	2.48919	2.19276
HWER_00552	Similar to AGAP011705 UPF0518 protein AGAP011705 (Anopheles gambiae)	9.9038	10.0076	15.7117	12.9486	11.9536	8.8056
HWER_00553	Similar to YIL151C Uncharacterized protein YIL151C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	6.48683	6.08402	3.91543	3.46142	10.2689	8.66196
HWER_00554	Protein of unknown function	1.62683	1.01906	2.617	2.43097	6.11629	4.13715
HWER_00555	Similar to rnp-2 mRNA-capping enzyme subunit alpha (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	21.394	20.1203	18.9257	18.8633	26.9824	30.8288
HWER_00556	Similar to SPAPB24D3.02c Uncharacterized amino-acid permease PB24D3.02c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	5.07946	5.94473	5.59294	5.24508	17.3337	14.8522
HWER_00557	Similar to cbp3 CBP3-like protein (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	29.9755	26.2167	23.9187	23.997	23.3673	31.639
HWER_00558	Similar to pds5 Sister chromatid cohesion protein pds5 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	9.19658	10.0878	8.00923	9.13182	3.31377	6.10791
HWER_00559	Similar to SPBC887.13c Putative 3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	1.69879	1.56791	2.65177	1.75711	0.22131	0.146011
HWER_00560	Protein of unknown function	4.11845	3.66871	5.39162	5.12041	32.02	27.5414
HWER_00561	Similar to nic1 High-affinity nickel transport protein nic1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	8.02453e-05	1.48282	2.14449	1.71081	1.51443e-08	1.48013e-08
HWER_00562	Similar to SPCC757.02c Uncharacterized protein C757.02c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	2.36695	2.36114	1.33803	1.74981	4.55135	4.0918
HWER_00563	Similar to SPAC3A11.03 Uncharacterized protein C3A11.03 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	5.97983	6.24269	8.75549	7.66905	6.0086	5.68923
HWER_00564	Similar to RPS24B 40S ribosomal protein S24-B (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	492.764	445.245	495.684	419.232	707.321	593.447
HWER_00565	Similar to VPS72 Vacuolar protein sorting-associated protein 72 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	10.6844	9.53443	11.6805	11.4531	8.32434	7.31772
HWER_00566	Similar to SPBC56F2.08c Pumilio domain-containing protein C56F2.08c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	12.0052	12.5259	10.4638	11.8168	11.2431	12.7802
HWER_00567	Similar to YJL163C Uncharacterized membrane protein YJL163C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	13.6597	13.694	13.607	13.4335	8.31248	9.47881
HWER_00568	Protein of unknown function	34.6163	33.9273	49.8274	49.361	35.2039	32.155
HWER_00569	Similar to fech Ferrochelatase, mitochondrial (Xenopus laevis)	62.3787	49.8389	30.7448	27.2842	28.4653	34.8412
HWER_00570	Similar to CZF1 Zinc finger protein 1 (Candida albicans (strain WO-1))	9.29508	9.65872	11.3755	9.93664	16.333	19.5802
HWER_00571	Similar to cct8 Probable T-complex protein 1 subunit theta (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	53.5454	52.9805	54.4084	54.6259	23.2075	33.2364
HWER_00572	Protein of unknown function	10.3529	10.2582	10.6849	9.20853	4.34085	5.41492
HWER_00573	Protein of unknown function	20.0661	20.2244	22.1938	20.3723	17.27	16.3688
HWER_00574	Similar to SPCC576.01c Putative dioxygenase C576.01c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	18.3252	14.9475	7.44621	8.39932	3.44098	9.54396
HWER_00575	Similar to sds22 Protein phosphatase 1 regulatory subunit SDS22 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	27.3463	27.8418	32.0685	31.2746	18.0868	19.7802
HWER_00576	Protein of unknown function	49.0085	45.4262	36.0364	36.7912	59.1305	60.4625
HWER_00577	Similar to SPS19 Peroxisomal 2,4-dienoyl-CoA reductase SPS19 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	37.7518	38.6042	38.7457	38.1247	36.2805	44.1741
HWER_00578	Protein of unknown function	8.17662	8.04839	7.86335	6.60938	22.2892	13.6338
HWER_00579	Similar to GCS1 ADP-ribosylation factor GTPase-activating protein GCS1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	57.6281	55.5876	74.7182	81.4619	81.2918	94.2543
HWER_00580	Similar to Acin1 Apoptotic chromatin condensation inducer in the nucleus (Mus musculus)	11.8653	10.0218	5.61153	5.55843	1.23944	1.18811
HWER_00581	Similar to tlg2 t-SNARE affecting a late Golgi compartment protein 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	24.3059	21.0234	33.1592	31.5221	12.189	12.1301
HWER_00582	Similar to cmd-1 Calmodulin (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	193.471	207.31	194.485	210.913	865.484	689.333
HWER_00583	Similar to B12J7.040 Probable acetate kinase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	25.3089	19.3614	2.41707	2.71618	6.25378	11.5594
HWER_00584	Similar to sec73 Protein transport protein sec73 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	13.7466	13.5673	12.5475	12.8257	8.40401	8.40275
HWER_00585	Similar to ECM14 Putative metallocarboxypeptidase ECM14 (Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8))	28.0394	23.3192	20.676	20.7561	10.9498	14.0477
HWER_00586	Protein of unknown function	13.9206	12.7061	16.149	14.9493	3.12541	3.58155
HWER_00587	Similar to APO1 Aromatic peroxygenase (Agrocybe aegerita)	3.47429	4.1681	3.5978	3.79591	3.27591	3.92757
HWER_00588	Similar to cid13 Poly(A) RNA polymerase cid13 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	15.3468	16.2122	13.7713	14.3554	19.8049	19.5746
HWER_00589	Similar to metE Homoserine O-acetyltransferase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	12.829	11.0076	8.05114	7.66814	23.6369	21.2097
HWER_00590	Similar to TAZ1 Lysophosphatidylcholine acyltransferase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	29.6309	27.3493	28.8693	28.3624	46.9511	38.0287
HWER_00591	Similar to SPAC17G8.06c Putative dihydroxy-acid dehydratase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	57.1283	59.5151	34.118	36.0646	82.6117	97.7609
HWER_00592	Similar to nosip Nitric oxide synthase-interacting protein homolog (Dictyostelium discoideum)	2.3086e-08	1.16203e-08	1.6774e-06	1.62416	1.60987e-08	1.2088e-08
HWER_00593	Protein of unknown function	0.507184	0.606593	0.676514	0.629263	2.65769	2.17716
HWER_00594	Similar to MRPL17 54S ribosomal protein L17, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	49.7948	53.9258	70.7697	72.1884	53.8273	62.6364
HWER_00595	Protein of unknown function	3.39116	3.79448	2.50222	2.31251	2.65831	3.85996
HWER_00596	Protein of unknown function	17.9452	17.4903	4.96545	5.11468	5.31276	7.66648
HWER_00597	Protein of unknown function	50.4318	49.6682	16.7339	17.9452	51.5759	39.6031
HWER_00598	Similar to CLCN3 H(+)/Cl(-) exchange transporter 3 (Oryctolagus cuniculus)	14.0805	15.9005	17.5452	16.3466	13.1764	12.3934
HWER_00599	Similar to snx41 Sorting nexin-41 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	54.0086	45.0687	37.9079	37.0342	14.1579	15.762
HWER_00600	Similar to Ogfr Opioid growth factor receptor (Rattus norvegicus)	5.74272	5.08154	2.90194	2.55983	1.56618	1.745
HWER_00601	Similar to PSR2 Probable phosphatase PSR2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	32.5367	33.2969	31.0827	30.6617	51.7798	53.9964
HWER_00602	Similar to Ppp1r3b Protein phosphatase 1 regulatory subunit 3B (Mus musculus)	39.7966	39.0791	31.2972	36.5544	258.369	173.082
HWER_00603	Similar to AIM1 Altered inheritance of mitochondria protein 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	62.6715	59.3396	75.4043	78.4254	68.0303	69.5159
HWER_00604	Similar to MNP1 54S ribosomal protein L12, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	104.949	102.008	126.167	119.667	258.329	218.604
HWER_00605	Similar to MDN1 Midasin (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	0.502694	0.748661	1.28326	1.44625	1.6889	1.72068
HWER_00606		0	0	0	0	0	0
HWER_00607	Similar to NUDT14 Nudix hydrolase 14, chloroplastic (Arabidopsis thaliana)	17.8036	15.826	16.1316	16.1609	14.6345	13.474
HWER_00608	Similar to NUC1 Mitochondrial nuclease (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	43.4525	41.6301	54.8638	49.7844	39.33	41.8738
HWER_00609	Similar to tim13 Mitochondrial import inner membrane translocase subunit tim13 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	140.502	139.489	157.559	158.211	179.44	156.059
HWER_00610	Similar to yjgF 2-iminobutanoate/2-iminopropanoate deaminase (Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1))	93.2749	92.2037	97.3843	93.1678	108.28	100.117
HWER_00611	Protein of unknown function	3.90448	3.81488	2.75995	2.66068	0.582386	0.67997
HWER_00612	Similar to FUN26 Nucleoside transporter FUN26 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	21.7319	18.2657	17.5339	16.532	4.62977	6.23709
HWER_00613	Similar to CCC1 Protein CCC1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	2.32389	2.51073	2.83189	2.20132	1.11371	1.46196
HWER_00614	Similar to NPC1 Non-specific phospholipase C1 (Arabidopsis thaliana)	2.53184	1.61851	2.50678	3.42554	0.984299	0.904567
HWER_00615	Similar to csnF COP9 signalosome complex subunit 6 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	25.8648	22.0037	23.5971	21.0871	8.44335	10.7827
HWER_00616	Protein of unknown function	1.21311	1.59719	1.01998	1.33893	1.91498	0.90631
HWER_00617	Similar to Zgrf1 Protein ZGRF1 (Mus musculus)	4.96269	5.21269	4.85761	4.90037	1.00098	1.89964
HWER_00618	Protein of unknown function	7.74851	7.25495	11.1927	9.94369	12.9896	12.147
HWER_00619	Similar to Ankfy1 Ankyrin repeat and FYVE domain-containing protein 1 (Mus musculus)	2.16538	2.44333	1.97019	1.56932	0.969478	1.39258
HWER_00620	Similar to Xiap E3 ubiquitin-protein ligase XIAP (Mus musculus)	9.81168	9.44867	7.58406	6.26569	0.735808	0.939457
HWER_00621	Protein of unknown function	2.06292	2.00074	2.31415	2.00603	2.82215	1.30241
HWER_00622	Similar to tim23 Mitochondrial import inner membrane translocase subunit tim23 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	58.515	60.8967	77.5012	73.7996	173.157	141.922
