GENE	TREATMENT	SAMPLE	COUNT5PRIME	COUNT3PRIME
HWER_00075	Salt20	Salt20_1	74.93529723	46.95495035
HWER_00075	Salt20	Salt20_2	80.63006862	69.09104844
HWER_00076	Salt0	Salt0_1	0.43743060	21.19855984
HWER_00076	Salt0	Salt0_2	0.47287712	12.97034385
HWER_00076	Salt10	Salt10_1	5.64540738	6.25572170
HWER_00076	Salt10	Salt10_2	4.88495575	6.58407080
HWER_00076	Salt20	Salt20_1	6.86498856	7.15862376
HWER_00076	Salt20	Salt20_2	6.03139486	8.67836072
HWER_00077	Salt0	Salt0_1	1.40786226	0.09119863
HWER_00077	Salt0	Salt0_2	0.73304998	0.06337850
HWER_00077	Salt10	Salt10_1	0.42984048	4.87498409
HWER_00077	Salt10	Salt10_2	0.62296091	3.46617466
HWER_00077	Salt20	Salt20_1	0.27679701	3.07573442
HWER_00077	Salt20	Salt20_2	0.33526799	2.58906607
HWER_00078	Salt0	Salt0_1	0.18478377	4.25255153
HWER_00078	Salt0	Salt0_2	0.12841550	4.16116627
HWER_00078	Salt10	Salt10_1	5.34966162	4.82888255
HWER_00078	Salt10	Salt10_2	4.03239875	6.09523810
HWER_00078	Salt20	Salt20_1	3.51590068	4.39600145
HWER_00078	Salt20	Salt20_2	3.04294615	5.66147512
HWER_00079	Salt0	Salt0_1	6.02625726	57.35107731
HWER_00079	Salt0	Salt0_2	5.86922080	34.49250777
HWER_00079	Salt10	Salt10_1	22.85296031	23.14814815
HWER_00079	Salt10	Salt10_2	17.98742138	25.87654321
HWER_00079	Salt20	Salt20_1	35.70657571	38.05407238
HWER_00079	Salt20	Salt20_2	35.68620845	50.78813933
HWER_00080	Salt0	Salt0_1	0.57756173	50.21610088
HWER_00080	Salt0	Salt0_2	0.68329583	24.27371080
HWER_00080	Salt10	Salt10_1	15.26158259	12.26432647
HWER_00080	Salt10	Salt10_2	12.04581073	14.94484412
HWER_00080	Salt20	Salt20_1	10.35748424	13.42953097
HWER_00080	Salt20	Salt20_2	10.43550332	16.09605173
HWER_00081	Salt0	Salt0_1	7.63540038	3.66019774
HWER_00081	Salt0	Salt0_2	6.74207388	3.50673752
HWER_00081	Salt10	Salt10_1	30.48354168	1.96083924
HWER_00081	Salt10	Salt10_2	26.13679373	2.35472516
HWER_00081	Salt20	Salt20_1	16.04428929	2.28647060
HWER_00081	Salt20	Salt20_2	18.11058973	2.35484121
HWER_00082	Salt0	Salt0_1	0.35290635	2.18489303
HWER_00082	Salt0	Salt0_2	0.57709009	1.45835707
HWER_00082	Salt10	Salt10_1	4.77493289	21.42305713
HWER_00082	Salt10	Salt10_2	5.14970060	17.07860697
HWER_00082	Salt20	Salt20_1	1.69226764	12.32965607
HWER_00082	Salt20	Salt20_2	1.44354149	13.55721393
HWER_00083	Salt0	Salt0_1	3.18788834	50.34587017
HWER_00083	Salt0	Salt0_2	3.08369019	22.46390141
HWER_00083	Salt10	Salt10_1	32.40643398	25.34275031
HWER_00083	Salt10	Salt10_2	26.53658537	27.47791165
HWER_00083	Salt20	Salt20_1	11.86024446	7.05798020
HWER_00083	Salt20	Salt20_2	15.15316492	12.40676994
HWER_00084	Salt0	Salt0_1	1.87707561	67.71682057
HWER_00084	Salt0	Salt0_2	2.37704126	47.02596185
HWER_00084	Salt10	Salt10_1	44.67481449	28.93008383
HWER_00084	Salt10	Salt10_2	33.75527426	32.48788638
HWER_00084	Salt20	Salt20_1	30.74472091	24.92501276
HWER_00084	Salt20	Salt20_2	33.07715491	35.37116601
HWER_00085	Salt0	Salt0_1	1.02107300	34.95361999
HWER_00085	Salt0	Salt0_2	0.21475567	18.64243804
HWER_00085	Salt10	Salt10_1	12.52315019	10.72599947
HWER_00085	Salt10	Salt10_2	11.47826087	12.17480720
HWER_00085	Salt20	Salt20_1	11.85717546	13.60056002
HWER_00085	Salt20	Salt20_2	12.78772379	15.77610479
HWER_00086	Salt0	Salt0_1	0.52188176	7.86297021
HWER_00086	Salt0	Salt0_2	0.52387367	2.14926258
HWER_00086	Salt10	Salt10_1	11.83231913	25.86206897
HWER_00086	Salt10	Salt10_2	11.63398693	26.89967638
HWER_00086	Salt20	Salt20_1	8.34567237	17.77343316
HWER_00086	Salt20	Salt20_2	8.31582633	17.53929727
HWER_00087	Salt0	Salt0_1	0.16845550	47.01620973
HWER_00087	Salt0	Salt0_2	0.19728154	31.59100040
HWER_00087	Salt10	Salt10_1	7.32031136	15.44464610
HWER_00087	Salt10	Salt10_2	4.27566807	22.47859649
HWER_00087	Salt20	Salt20_1	5.00149659	18.58364447
HWER_00087	Salt20	Salt20_2	4.24452481	27.63157895
HWER_00088	Salt0	Salt0_1	3.48447875	5.63511760
HWER_00088	Salt0	Salt0_2	5.13842999	5.03953924
HWER_00088	Salt10	Salt10_1	56.81935152	3.07144332
HWER_00088	Salt10	Salt10_2	48.47761194	2.39520958
HWER_00088	Salt20	Salt20_1	48.62871000	0.89066718
HWER_00088	Salt20	Salt20_2	53.63361763	0.81978899
HWER_00089	Salt0	Salt0_1	64.02104568	1623.58485514
HWER_00089	Salt0	Salt0_2	83.79840486	848.09160305
HWER_00089	Salt10	Salt10_1	235.80121704	266.65857212
HWER_00089	Salt10	Salt10_2	263.52941176	287.20375587
HWER_00089	Salt20	Salt20_1	101.38517650	95.33631998
HWER_00089	Salt20	Salt20_2	143.71581966	171.11837693
HWER_00090	Salt0	Salt0_1	0.96423867	16.87854128
HWER_00090	Salt0	Salt0_2	0.76834805	10.09724571
HWER_00090	Salt10	Salt10_1	11.38156412	15.76693632
HWER_00090	Salt10	Salt10_2	9.94161220	17.21275666
HWER_00090	Salt20	Salt20_1	9.38813359	15.10507421
HWER_00090	Salt20	Salt20_2	9.49463119	17.31105286
HWER_00091	Salt0	Salt0_1	5.08943498	5.74798004
HWER_00091	Salt0	Salt0_2	4.27718537	5.76991889
HWER_00091	Salt10	Salt10_1	1.30819804	6.06142241
HWER_00091	Salt10	Salt10_2	1.20363165	8.31250000
HWER_00091	Salt20	Salt20_1	3.59721839	6.64151888
HWER_00091	Salt20	Salt20_2	4.31952937	8.54492188
HWER_00092	Salt0	Salt0_1	0.11378398	1.48128579
HWER_00092	Salt0	Salt0_2	0.25699111	0.79556002
HWER_00092	Salt10	Salt10_1	4.27809786	2.90921537
HWER_00092	Salt10	Salt10_2	3.27847049	4.98263027
HWER_00092	Salt20	Salt20_1	2.87039837	3.99180063
HWER_00092	Salt20	Salt20_2	3.10978506	5.16956162
HWER_00093	Salt0	Salt0_1	5.16023900	17.99451764
HWER_00093	Salt0	Salt0_2	3.99854598	22.85638203
HWER_00093	Salt10	Salt10_1	93.39080460	120.58941460
HWER_00093	Salt10	Salt10_2	60.22222222	103.00775194
HWER_00093	Salt20	Salt20_1	51.92328648	70.69873876
HWER_00093	Salt20	Salt20_2	55.62641723	88.03986711
HWER_00094	Salt0	Salt0_1	0.01498436	32.51852297
HWER_00094	Salt0	Salt0_2	0.05264543	23.07425399
HWER_00094	Salt10	Salt10_1	5.57159844	7.37699332
HWER_00094	Salt10	Salt10_2	3.85681445	11.93939394
HWER_00094	Salt20	Salt20_1	2.70992323	5.62811480
HWER_00094	Salt20	Salt20_2	2.19035890	8.99915302
HWER_00095	Salt0	Salt0_1	15.28086663	44.99071536
HWER_00095	Salt0	Salt0_2	12.24254645	23.04278360
HWER_00095	Salt10	Salt10_1	28.58653221	15.43704892
HWER_00095	Salt10	Salt10_2	27.30817610	13.01085271
HWER_00095	Salt20	Salt20_1	42.71188636	19.10489064
HWER_00095	Salt20	Salt20_2	46.62230458	25.71982281
HWER_00096	Salt0	Salt0_1	0.29507727	32.36596746
HWER_00096	Salt0	Salt0_2	0.39775901	22.26321427
HWER_00096	Salt10	Salt10_1	17.03111859	10.79026188
HWER_00096	Salt10	Salt10_2	13.74131559	10.28656273
HWER_00096	Salt20	Salt20_1	11.80696850	6.55919842
HWER_00096	Salt20	Salt20_2	12.03674374	10.56580761
HWER_00097	Salt0	Salt0_1	0.47528517	3.19391635
HWER_00097	Salt0	Salt0_2	0.17039258	2.74809160
HWER_00097	Salt10	Salt10_1	8.29356527	6.97318008
HWER_00097	Salt10	Salt10_2	7.02380952	7.91111111
HWER_00097	Salt20	Salt20_1	2.59480222	3.04093567
HWER_00097	Salt20	Salt20_2	2.89647109	4.10714286
HWER_00098	Salt0	Salt0_1	0.21985981	7.52670032
HWER_00098	Salt0	Salt0_2	0.52578283	6.13552875
HWER_00098	Salt10	Salt10_1	16.97748065	15.34365070
HWER_00098	Salt10	Salt10_2	11.12471655	16.79180887
HWER_00098	Salt20	Salt20_1	6.90390573	7.55617341
HWER_00098	Salt20	Salt20_2	6.24595076	10.38111490
HWER_00099	Salt0	Salt0_1	1.11404422	21.91064639
HWER_00099	Salt0	Salt0_2	0.34035105	11.68893130
HWER_00099	Salt10	Salt10_1	8.12650999	30.17241379
HWER_00099	Salt10	Salt10_2	8.81528662	36.86666667
HWER_00099	Salt20	Salt20_1	11.64570246	32.33695652
HWER_00099	Salt20	Salt20_2	11.10858356	35.69568452
HWER_00100	Salt0	Salt0_1	1.93290198	86.26369139
HWER_00100	Salt0	Salt0_2	3.01517608	38.24992257
HWER_00100	Salt10	Salt10_1	42.25989630	12.75615176
HWER_00100	Salt10	Salt10_2	32.22911695	16.98011138
HWER_00100	Salt20	Salt20_1	35.84867534	11.25049835
HWER_00100	Salt20	Salt20_2	35.48698716	18.01341061
HWER_00101	Salt0	Salt0_1	0.76236218	9.06479050
HWER_00101	Salt0	Salt0_2	0.01913180	7.60503322
HWER_00101	Salt10	Salt10_1	1.31795005	1.48336056
HWER_00101	Salt10	Salt10_2	0.78195489	2.58686617
HWER_00101	Salt20	Salt20_1	1.30761687	2.29403608
HWER_00101	Salt20	Salt20_2	1.02935911	2.83517397
HWER_00102	Salt0	Salt0_1	0.38504115	26.48603551
HWER_00102	Salt0	Salt0_2	0.49694242	15.89186666
HWER_00102	Salt10	Salt10_1	3.89723764	8.60518482
HWER_00102	Salt10	Salt10_2	2.92224231	8.85851319
HWER_00102	Salt20	Salt20_1	4.31596327	8.98869005
HWER_00102	Salt20	Salt20_2	4.38086627	14.08872902
HWER_00103	Salt0	Salt0_1	3.28452391	89.93362119
HWER_00103	Salt0	Salt0_2	5.97693682	42.84189416
HWER_00103	Salt10	Salt10_1	25.78870139	18.41028638
HWER_00103	Salt10	Salt10_2	24.83971631	13.43502825
HWER_00103	Salt20	Salt20_1	27.00228833	12.94457588
HWER_00103	Salt20	Salt20_2	30.42046606	18.87863196
HWER_00104	Salt0	Salt0_1	11.53683663	38.27842924
HWER_00104	Salt0	Salt0_2	10.21073922	13.27859388
HWER_00104	Salt10	Salt10_1	35.73533746	23.32657201
HWER_00104	Salt10	Salt10_2	32.86609687	22.36414566
HWER_00104	Salt20	Salt20_1	14.94259618	11.40318828
HWER_00104	Salt20	Salt20_2	18.79833130	13.55542217
HWER_00105	Salt0	Salt0_1	0.31447440	26.01785791
HWER_00105	Salt0	Salt0_2	0.66004706	22.62915630
HWER_00105	Salt10	Salt10_1	27.48249935	28.99393000
HWER_00105	Salt10	Salt10_2	18.72681704	32.57927591
HWER_00105	Salt20	Salt20_1	12.06964780	17.37244920
HWER_00105	Salt20	Salt20_2	12.74391335	23.94328518
HWER_00106	Salt0	Salt0_1	0.00000000	0.00000000
HWER_00106	Salt0	Salt0_2	9.32994063	11.99563795
HWER_00106	Salt10	Salt10_1	4.78927203	6.77339901
HWER_00106	Salt10	Salt10_2	1.48148148	2.85714286
HWER_00106	Salt20	Salt20_1	3.17823544	4.74011115
HWER_00106	Salt20	Salt20_2	1.81878307	1.48809524
HWER_00107	Salt0	Salt0_1	0.63847833	45.21450244
HWER_00107	Salt0	Salt0_2	0.82266736	28.68378441
HWER_00107	Salt10	Salt10_1	18.49451214	21.81295716
HWER_00107	Salt10	Salt10_2	14.20217210	24.08080808
HWER_00107	Salt20	Salt20_1	14.51569427	16.87354090
HWER_00107	Salt20	Salt20_2	14.19471297	25.34271284
HWER_00108	Salt0	Salt0_1	0.00000000	1.40466445
HWER_00108	Salt0	Salt0_2	0.00000000	1.96917392
HWER_00108	Salt10	Salt10_1	3.12317358	5.14312907
HWER_00108	Salt10	Salt10_2	3.41242938	7.13941967
HWER_00108	Salt20	Salt20_1	1.06659427	2.94422015
HWER_00108	Salt20	Salt20_2	1.65834342	4.65069255
HWER_00109	Salt0	Salt0_1	7.05726466	2.40907904
HWER_00109	Salt0	Salt0_2	20.76104557	4.45778218
HWER_00109	Salt10	Salt10_1	3.52664577	5.65938405
HWER_00109	Salt10	Salt10_2	3.35353535	4.11195929
HWER_00109	Salt20	Salt20_1	2.82574024	4.13995493
HWER_00109	Salt20	Salt20_2	2.70562771	4.99818248
HWER_00110	Salt0	Salt0_1	1.55150562	5.26304483
HWER_00110	Salt0	Salt0_2	2.08388172	15.52594126
HWER_00110	Salt10	Salt10_1	3.22037257	2.87356322
HWER_00110	Salt10	Salt10_2	2.40613027	2.77212806
HWER_00110	Salt20	Salt20_1	2.06475710	2.34004318
HWER_00110	Salt20	Salt20_2	3.11302682	2.21953188
HWER_00111	Salt0	Salt0_1	10.91835657	608.02645971
HWER_00111	Salt0	Salt0_2	10.97328244	332.45320506
HWER_00111	Salt10	Salt10_1	53.04118774	130.60935286
HWER_00111	Salt10	Salt10_2	49.06481481	151.05936073
HWER_00111	Salt20	Salt20_1	114.30523773	283.88608508
HWER_00111	Salt20	Salt20_2	98.37962963	326.56555773
HWER_00112	Salt0	Salt0_1	0.33311601	93.79118743
HWER_00112	Salt0	Salt0_2	0.12420105	48.68553806
HWER_00112	Salt10	Salt10_1	5.09257261	8.66368561
HWER_00112	Salt10	Salt10_2	4.62911973	13.74563591
HWER_00112	Salt20	Salt20_1	3.82056518	8.57695578
HWER_00112	Salt20	Salt20_2	4.10855832	15.37451015
HWER_00113	Salt0	Salt0_1	0.72719872	201.55814115
HWER_00113	Salt0	Salt0_2	0.79475016	134.34018297
HWER_00113	Salt10	Salt10_1	9.23404160	26.35725218
HWER_00113	Salt10	Salt10_2	5.78241950	47.23411662
HWER_00113	Salt20	Salt20_1	4.33468164	22.76230649
HWER_00113	Salt20	Salt20_2	3.64058809	41.13631419
HWER_00114	Salt0	Salt0_1	22.21015149	169.69660963
HWER_00114	Salt0	Salt0_2	18.98299608	119.15553435
HWER_00114	Salt10	Salt10_1	48.30322934	44.80962644
HWER_00114	Salt10	Salt10_2	48.18342152	53.79166667
HWER_00114	Salt20	Salt20_1	55.39210345	62.27355072
HWER_00114	Salt20	Salt20_2	67.63353490	74.46676587
HWER_00115	Salt0	Salt0_1	0.00000000	6.82987755
HWER_00115	Salt0	Salt0_2	0.00000000	4.50714955
HWER_00115	Salt10	Salt10_1	0.57232794	3.99670227
HWER_00115	Salt10	Salt10_2	0.53112033	4.66805267
HWER_00115	Salt20	Salt20_1	0.29434944	3.52050695
HWER_00115	Salt20	Salt20_2	0.41987749	3.53306603
HWER_00116	Salt0	Salt0_1	1.45789131	22.62943669
HWER_00116	Salt0	Salt0_2	0.44283244	17.53707502
HWER_00116	Salt10	Salt10_1	2.64812345	4.00653198
HWER_00116	Salt10	Salt10_2	2.38968692	5.21585903
HWER_00116	Salt20	Salt20_1	0.91786035	2.58823174
HWER_00116	Salt20	Salt20_2	1.12799263	3.11713342
HWER_00117	Salt0	Salt0_1	0.40105199	20.53077688
HWER_00117	Salt0	Salt0_2	0.21677531	11.85296440
HWER_00117	Salt10	Salt10_1	16.82171085	15.72008114
HWER_00117	Salt10	Salt10_2	17.05476673	18.63421231
HWER_00117	Salt20	Salt20_1	11.61802999	13.44683695
HWER_00117	Salt20	Salt20_2	10.77586207	14.63343958
HWER_00118	Salt0	Salt0_1	0.12878695	0.06702740
HWER_00118	Salt0	Salt0_2	0.01231224	0.17126639
HWER_00118	Salt10	Salt10_1	14.27975528	21.91091954
HWER_00118	Salt10	Salt10_2	11.96559140	17.72222222
HWER_00118	Salt20	Salt20_1	6.48113974	8.31353048
HWER_00118	Salt20	Salt20_2	5.97158218	8.74732906
